Núm. venta,Fecha,Patrón,Categoría,Dificultad,Tamaño,Núm. ovillos,Precio (€),Precio venta patrón (€),País,Sexo,Edad
1591,10/05/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,43.97,5.0,Panamá,Hombre,68
1592,01/07/2024,Oso navideño,Navidad,Media,Mediano,4,26.53,5.0,Venezuela,Hombre,40
1593,07/01/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,19.08,5.0,Bolivia,Mujer,57
1594,24/12/2024,Oso corazón,Amor,Media,Mediano,4,10.04,5.0,México,Hombre,38
1595,14/08/2024,Papa Noel,Navidad,Alta,Grande,7,14.22,7.5,España,Mujer,
1596,21/09/2024,Oso panda,Llavero,Baja,Pequeño,2,37.22,3.5,República Dominicana,Mujer,63
1597,16/04/2024,Oso corazón,Amor,Media,Mediano,4,37.04,5.0,China,Mujer,46
1598,27/02/2024,Oso corazón,Amor,Media,Mediano,4,22.53,5.0,Nicaragua,Mujer,54
1599,17/12/2024,Oso corazón,Amor,Media,Mediano,4,35.5,5.0,Panamá,Mujer,26
1600,14/09/2024,Oso panda,Llavero,Baja,Pequeño,2,29.01,3.5,Reino Unido,Mujer,35
1601,10/07/2024,Oso corazón,Amor,Media,Mediano,4,46.63,5.0,Honduras,Mujer,24
1602,24/08/2024,Oso panda,Llavero,Baja,Pequeño,2,28.01,3.5,Panamá,Mujer,41
1603,27/05/2024,Oso navideño,Navidad,Media,Mediano,4,45.51,5.0,Panamá,Hombre,41
1604,09/12/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,13.96,5.0,Sudáfrica,Mujer,22
1605,10/10/2024,Oso navideño,Navidad,Media,Mediano,4,20.33,5.0,Argentina,Mujer,51
1606,23/08/2024,Oso panda,Llavero,Baja,Pequeño,2,9.48,3.5,Argentina,Mujer,58
1607,19/04/2024,Oso navideño,Navidad,Media,Mediano,4,44.93,5.0,Canadá,Mujer,60
1608,08/10/2024,Oso navideño,Navidad,Media,Mediano,4,31.92,5.0,Honduras,Hombre,38
1609,17/05/2024,Gnomo,Otoño,Media,Mediano,5,40.57,5.0,China,Hombre,50
1610,16/11/2024,Oso panda,Llavero,Baja,Pequeño,2,30.39,3.5,España,Mujer,36
1611,20/01/2024,Oso panda,Llavero,Baja,Pequeño,2,27.04,3.5,España,Mujer,48
1612,06/07/2024,Oso navideño,Navidad,Media,Mediano,4,27.23,5.0,Costa Rica,Mujer,66
1613,25/02/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,48.41,5.0,Chile,Hombre,60
1614,12/05/2024,Oso panda,Llavero,Baja,Pequeño,2,44.01,3.5,Panamá,Mujer,20
1615,03/06/2024,Rana,Llavero,Baja,Pequeño,1,21.4,3.5,Australia,Hombre,48
1616,10/04/2024,Oso panda,Llavero,Baja,Pequeño,2,29.98,3.5,Bolivia,Mujer,24
1617,13/10/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,43.97,5.0,Panamá,Mujer,
1618,06/12/2024,Oso panda,Llavero,Baja,Pequeño,2,24.79,3.5,República Dominicana,Mujer,68
1619,26/06/2024,Papa Noel,Navidad,Alta,Grande,7,8.64,7.5,México,Hombre,20
1620,09/11/2024,Oso corazón,Amor,Media,Mediano,4,29.47,5.0,Turquía,Hombre,47
1621,02/10/2024,Oso panda,Llavero,Baja,Pequeño,2,44.57,3.5,Canadá,Mujer,46
1622,01/04/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,20.07,5.0,Perú,Hombre,70
1623,14/04/2024,Oso navideño,Navidad,Media,Mediano,4,32.7,5.0,El Salvador,Mujer,41
1624,27/07/2024,Oso navideño,Navidad,Media,Mediano,4,15.73,5.0,Venezuela,Hombre,69
1625,06/05/2024,Oso corazón,Amor,Media,Mediano,4,47.93,5.0,Uruguay,Mujer,56
1626,05/11/2024,Rana,Llavero,Baja,Pequeño,1,28.72,3.5,Chile,Mujer,44
1627,19/05/2024,Oso navideño,Navidad,Media,Mediano,4,13.73,5.0,Nicaragua,Mujer,67
1628,09/10/2024,Oso navideño,Navidad,Media,Mediano,4,17.55,5.0,Costa Rica,Mujer,61
1629,15/07/2024,Oso corazón,Amor,Media,Mediano,4,8.75,5.0,Guatemala,Hombre,62
1630,03/07/2024,Oso panda,Llavero,Baja,Pequeño,2,31.67,3.5,Argentina,Mujer,57
1631,16/06/2024,Oso panda,Llavero,Baja,Pequeño,2,7.56,3.5,Honduras,Mujer,55
1632,21/05/2024,Oso navideño,Navidad,Media,Mediano,4,49.42,5.0,Uruguay,Mujer,42
1633,11/12/2024,Oso panda,Llavero,Baja,Pequeño,2,36.51,3.5,El Salvador,Mujer,21
1634,27/04/2024,Oso corazón,Amor,Media,Mediano,4,40.68,5.0,Uruguay,Hombre,29
1635,09/06/2024,Oso navideño,Navidad,Media,Mediano,4,29.63,5.0,Nigeria,Mujer,20
1636,23/06/2024,Oso navideño,Navidad,Media,Mediano,4,32.59,5.0,Francia,Hombre,49
1637,11/07/2024,Oso navideño,Navidad,Media,Mediano,4,35.07,5.0,Costa Rica,Mujer,37
1638,08/08/2024,Oso panda,Llavero,Baja,Pequeño,2,25.9,3.5,Guatemala,Mujer,34
1639,11/08/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,28.86,5.0,Perú,Mujer,34
1640,11/02/2024,Oso corazón,Amor,Media,Mediano,4,25.91,5.0,Japón,Mujer,54
1641,23/12/2024,Oso corazón,Amor,Media,Mediano,4,35.58,5.0,Canadá,Hombre,69
1642,21/01/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,31.24,5.0,Chile,Mujer,
1643,01/04/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,32.52,5.0,Venezuela,Mujer,31
1644,28/12/2024,Papa Noel,Navidad,Alta,Grande,7,28.05,7.5,Ecuador,Mujer,61
1645,04/03/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,20.85,5.0,Nicaragua,Hombre,26
1646,25/03/2024,Oso navideño,Navidad,Media,Mediano,4,27.61,5.0,Bolivia,Mujer,41
1647,01/05/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,26.78,5.0,Uruguay,Hombre,56
1648,25/01/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,45.82,5.0,Nicaragua,Hombre,57
1649,15/05/2024,Oso navideño,Navidad,Media,Mediano,4,22.31,5.0,Japón,Mujer,53
1650,26/12/2024,Oso corazón,Amor,Media,Mediano,4,13.69,5.0,México,Mujer,51
1651,13/06/2024,Oso navideño,Navidad,Media,Mediano,4,17.26,5.0,Rusia,Hombre,53
1652,22/04/2024,Oso navideño,Navidad,Media,Mediano,4,13.94,5.0,Chile,Mujer,37
1653,25/08/2024,Oso panda,Llavero,Baja,Pequeño,2,29.65,3.5,Panamá,Mujer,59
1654,07/02/2024,Oso panda,Llavero,Baja,Pequeño,2,33.62,3.5,Perú,Mujer,68
1655,15/10/2024,Oso corazón,Amor,Media,Mediano,4,33.6,5.0,Portugal,Mujer,19
1656,03/09/2024,Oso panda,Llavero,Baja,Pequeño,2,30.51,3.5,Bolivia,Hombre,41
1657,21/03/2024,Oso corazón,Amor,Media,Mediano,4,45.58,5.0,España,Mujer,64
1658,07/04/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,22.69,5.0,Nigeria,Mujer,58
1659,14/11/2024,Oso navideño,Navidad,Media,Mediano,4,12.9,5.0,Panamá,Mujer,56
1660,08/05/2024,Oso navideño,Navidad,Media,Mediano,4,26.59,5.0,Colombia,Mujer,21
1661,11/03/2024,Rana,Llavero,Baja,Pequeño,1,19.36,3.5,N/A,Mujer,62
1662,27/11/2024,Oso navideño,Navidad,Media,Mediano,4,36.74,5.0,Rusia,Mujer,38
1663,13/12/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,32.09,5.0,Argentina,Mujer,55
1664,17/12/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,8.05,5.0,Bolivia,Hombre,28
1665,17/09/2024,Oso corazón,Amor,Media,Mediano,4,31.91,5.0,Nicaragua,Mujer,30
1666,17/05/2024,Rana,Llavero,Baja,Pequeño,1,44.72,3.5,México,Mujer,37
1667,06/11/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,5.18,5.0,Alemania,Hombre,69
1668,07/05/2024,Oso panda,Llavero,Baja,Pequeño,2,22.58,3.5,Paraguay,Mujer,60
1669,20/09/2024,Cupido,Amor,Alta,Mediano,6,48.48,5.0,Nigeria,Mujer,33
1670,17/04/2024,Oso navideño,Navidad,Media,Mediano,4,49.8,5.0,Paraguay,Hombre,35
1671,19/01/2024,Gnomo,Otoño,Media,Mediano,5,24.86,5.0,Uruguay,Mujer,47
1672,20/12/2024,Papa Noel,Navidad,Alta,Grande,7,41.66,7.5,Colombia,Mujer,66
1673,28/05/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,46.9,5.0,Chile,Mujer,30
1674,28/04/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,17.2,5.0,Nigeria,Mujer,55
1675,22/10/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,11.96,5.0,México,Mujer,55
1676,18/02/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,42.29,5.0,República Dominicana,Hombre,20
1677,18/11/2024,Rana,Llavero,Baja,Pequeño,1,45.2,3.5,Costa Rica,Hombre,48
1678,20/04/2024,Oso navideño,Navidad,Media,Mediano,4,44.27,5.0,Bolivia,Mujer,46
1679,16/03/2024,Oso corazón,Amor,Media,Mediano,4,41.72,5.0,Costa Rica,Mujer,42
1680,19/01/2024,Oso panda,Llavero,Baja,Pequeño,2,39.41,3.5,Argentina,Mujer,62
1681,04/07/2024,Oso navideño,Navidad,Media,Mediano,4,12.46,5.0,Paraguay,Hombre,34
1682,23/09/2024,Oso corazón,Amor,Media,Mediano,4,47.01,5.0,Uruguay,Mujer,64
1683,23/08/2024,Oso panda,Llavero,Baja,Pequeño,2,26.62,3.5,México,Hombre,31
1684,12/12/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,39.0,5.0,India,Mujer,65
1685,15/01/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,35.53,5.0,Cuba,Mujer,46
1686,17/01/2024,Papa Noel,Navidad,Alta,Grande,7,15.21,7.5,Honduras,Mujer,44
1687,06/02/2024,Oso navideño,Navidad,Media,Mediano,4,48.38,5.0,Colombia,Mujer,40
1688,15/01/2024,Oso panda,Llavero,Baja,Pequeño,2,40.31,3.5,Uruguay,Mujer,66
1689,27/02/2024,Oso panda,Llavero,Baja,Pequeño,2,19.33,3.5,India,Hombre,67
1690,02/07/2024,Oso navideño,Navidad,Media,Mediano,4,42.37,5.0,México,Mujer,42
1691,04/11/2024,Oso navideño,Navidad,Media,Mediano,4,37.64,5.0,Francia,Mujer,29
1692,19/03/2024,Oso corazón,Amor,Media,Mediano,4,27.45,5.0,Bolivia,Mujer,39
1693,01/02/2024,Oso panda,Llavero,Baja,Pequeño,2,45.27,3.5,Ecuador,Mujer,25
1694,24/02/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,46.21,5.0,Perú,Hombre,39
1695,15/02/2024,Oso navideño,Navidad,Media,Mediano,4,41.79,5.0,Colombia,Mujer,64
1696,11/07/2024,Cupido,Amor,Alta,Mediano,6,36.82,5.0,Cuba,Hombre,34
1697,18/08/2024,Oso corazón,Amor,Media,Mediano,4,33.24,5.0,Guatemala,Mujer,30
1698,28/02/2024,Oso navideño,Navidad,Media,Mediano,4,39.14,5.0,Perú,Mujer,57
1699,26/03/2024,Oso navideño,Navidad,Media,Mediano,4,6.5,5.0,Ecuador,Hombre,53
1700,22/06/2024,Oso panda,Llavero,Baja,Pequeño,2,39.77,3.5,Nicaragua,Mujer,46
1701,19/01/2024,Rana,Llavero,Baja,Pequeño,1,5.42,3.5,El Salvador,Mujer,57
1702,28/11/2024,Oso navideño,Navidad,Media,Mediano,4,25.66,5.0,Costa Rica,Hombre,30
1703,02/05/2024,Cupido,Amor,Alta,Mediano,6,35.22,5.0,India,Mujer,22
1704,03/12/2024,Oso corazón,Amor,Media,Mediano,4,36.46,5.0,Costa Rica,Hombre,56
1705,15/01/2024,Oso corazón,Amor,Media,Mediano,4,7.75,5.0,Francia,Hombre,58
1706,07/04/2024,Oso corazón,Amor,Media,Mediano,4,46.52,5.0,Panamá,Hombre,34
1707,28/08/2024,Oso panda,Llavero,Baja,Pequeño,2,15.97,3.5,Turquía,Mujer,62
1708,15/08/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,33.9,5.0,Uruguay,Mujer,59
1709,21/10/2024,Oso corazón,Amor,Media,Mediano,4,35.45,5.0,Colombia,Mujer,45
1710,21/05/2024,Gnomo,Otoño,Media,Mediano,5,37.39,5.0,Corea del Sur,Mujer,48
1711,01/12/2024,Oso corazón,Amor,Media,Mediano,4,11.04,5.0,Cuba,Hombre,60
1712,02/02/2024,Oso corazón,Amor,Media,Mediano,4,6.18,5.0,Bolivia,Mujer,46
1713,24/03/2024,Oso corazón,Amor,Media,Mediano,4,36.98,5.0,República Dominicana,Mujer,58
1714,02/06/2024,Oso panda,Llavero,Baja,Pequeño,2,27.03,3.5,Argentina,Mujer,22
1715,11/04/2024,Rana,Llavero,Baja,Pequeño,1,15.76,3.5,Paraguay,Hombre,28
1716,18/04/2024,Oso panda,Llavero,Baja,Pequeño,2,34.71,3.5,Paraguay,Mujer,53
1717,22/06/2024,Oso navideño,Navidad,Media,Mediano,4,33.73,5.0,República Dominicana,Mujer,19
1718,06/10/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,26.23,5.0,Panamá,Mujer,40
1719,19/10/2024,Oso corazón,Amor,Media,Mediano,4,9.11,5.0,El Salvador,Mujer,58
1720,24/11/2024,Oso corazón,Amor,Media,Mediano,4,15.45,5.0,Perú,Mujer,46
1721,11/03/2024,Oso corazón,Amor,Media,Mediano,4,19.7,5.0,Bolivia,Hombre,41
1722,02/02/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,10.85,5.0,Bolivia,Mujer,56
1723,18/04/2024,Oso navideño,Navidad,Media,Mediano,4,43.43,5.0,Cuba,Mujer,30
1724,07/03/2024,Oso panda,Llavero,Baja,Pequeño,2,49.19,3.5,Bolivia,Hombre,36
1725,25/03/2024,Oso navideño,Navidad,Media,Mediano,4,17.2,5.0,Honduras,Hombre,41
1726,20/01/2024,Gnomo,Otoño,Media,Mediano,5,20.23,5.0,Panamá,Mujer,61
1727,02/04/2024,Oso corazón,Amor,Media,Mediano,4,42.96,5.0,Guatemala,Hombre,54
1728,20/11/2024,Oso panda,Llavero,Baja,Pequeño,2,49.72,3.5,Ecuador,Mujer,37
1729,08/08/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,44.88,5.0,Panamá,Mujer,38
1730,13/09/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,21.18,5.0,Cuba,Mujer,63
1731,10/06/2024,Oso navideño,Navidad,Media,Mediano,4,45.03,5.0,República Dominicana,Hombre,39
1732,16/08/2024,Oso panda,Llavero,Baja,Pequeño,2,23.19,3.5,Venezuela,Mujer,48
1733,19/01/2024,Rana,Llavero,Baja,Pequeño,1,24.81,3.5,Venezuela,Mujer,19
1734,24/02/2024,Oso panda,Llavero,Baja,Pequeño,2,9.85,3.5,El Salvador,Mujer,66
1735,01/12/2024,Oso panda,Llavero,Baja,Pequeño,2,36.78,3.5,Venezuela,Mujer,32
1736,17/10/2024,Oso corazón,Amor,Media,Mediano,4,30.46,5.0,Honduras,Hombre,66
1737,25/06/2024,Cupido,Amor,Alta,Mediano,6,41.85,5.0,El Salvador,Mujer,58
1738,01/11/2024,Oso corazón,Amor,Media,Mediano,4,23.06,5.0,Chile,Mujer,51
1739,25/01/2024,Oso panda,Llavero,Baja,Pequeño,2,9.99,3.5,Chile,Mujer,31
1740,08/03/2024,Oso panda,Llavero,Baja,Pequeño,2,13.44,3.5,Argentina,Mujer,47
1741,19/04/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,17.37,5.0,Perú,Mujer,60
1742,26/02/2024,Oso navideño,Navidad,Media,Mediano,4,7.05,5.0,Chile,Mujer,49
1743,07/08/2024,Oso corazón,Amor,Media,Mediano,4,37.51,5.0,Estados Unidos,Mujer,23
1744,18/05/2024,Oso navideño,Navidad,Media,Mediano,4,28.56,5.0,Francia,Mujer,25
1745,07/03/2024,Oso navideño,Navidad,Media,Mediano,4,43.61,5.0,Chile,Mujer,54
1746,16/02/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,25.42,5.0,Bolivia,Mujer,37
1747,12/06/2024,Gnomo,Otoño,Media,Mediano,5,15.78,5.0,Nicaragua,Mujer,47
1748,04/03/2024,Oso navideño,Navidad,Media,Mediano,4,6.68,5.0,Panamá,Mujer,69
1749,02/04/2024,Oso panda,Llavero,Baja,Pequeño,2,38.02,3.5,Panamá,Mujer,50
1750,17/04/2024,Oso navideño,Navidad,Media,Mediano,4,21.99,5.0,Perú,Mujer,70
1751,01/09/2024,Oso panda,Llavero,Baja,Pequeño,2,33.49,3.5,Perú,Mujer,31
1752,24/02/2024,Cupido,Amor,Alta,Mediano,6,16.77,5.0,Panamá,Mujer,45
1753,16/04/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,28.15,5.0,Ecuador,Hombre,63
1754,21/04/2024,Oso navideño,Navidad,Media,Mediano,4,32.25,5.0,Panamá,Hombre,49
1755,05/06/2024,Oso navideño,Navidad,Media,Mediano,4,38.7,5.0,Colombia,Mujer,33
1756,06/12/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,16.13,5.0,Corea del Sur,Mujer,43
1757,04/04/2024,Oso corazón,Amor,Media,Mediano,4,22.53,5.0,Francia,Hombre,49
1758,08/02/2024,Oso navideño,Navidad,Media,Mediano,4,11.35,5.0,España,Mujer,54
1759,23/11/2024,Cupido,Amor,Alta,Mediano,6,9.92,5.0,Sudáfrica,Hombre,33
1760,09/11/2024,Oso corazón,Amor,Media,Mediano,4,11.39,5.0,Rusia,Hombre,69
1761,09/02/2024,Oso panda,Llavero,Baja,Pequeño,2,36.52,3.5,Paraguay,Hombre,19
1762,10/03/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,32.44,5.0,México,Mujer,35
1763,14/06/2024,Oso corazón,Amor,Media,Mediano,4,16.82,5.0,Cuba,Hombre,57
1764,12/08/2024,Oso navideño,Navidad,Media,Mediano,4,32.65,5.0,Nicaragua,Mujer,18
1765,03/08/2024,Oso corazón,Amor,Media,Mediano,4,41.08,5.0,Panamá,Mujer,63
1766,19/06/2024,Oso corazón,Amor,Media,Mediano,4,19.9,5.0,Venezuela,Hombre,67
1767,28/07/2024,Oso panda,Llavero,Baja,Pequeño,2,23.77,3.5,Guatemala,Mujer,51
1768,02/10/2024,Gnomo,Otoño,Media,Mediano,5,43.09,5.0,Bolivia,Mujer,66
1769,05/12/2024,Papa Noel,Navidad,Alta,Grande,7,16.56,7.5,Rusia,Mujer,63
1770,09/02/2024,Rana,Llavero,Baja,Pequeño,1,40.95,3.5,Colombia,Mujer,20
1771,27/01/2024,Oso navideño,Navidad,Media,Mediano,4,16.94,5.0,Nicaragua,Hombre,31
1772,03/12/2024,Oso corazón,Amor,Media,Mediano,4,14.11,5.0,Bolivia,Mujer,33
1773,25/01/2024,Oso panda,Llavero,Baja,Pequeño,2,19.43,3.5,Colombia,Hombre,43
1774,25/09/2024,Oso corazón,Amor,Media,Mediano,4,5.71,5.0,Venezuela,Mujer,25
1775,22/09/2024,Oso corazón,Amor,Media,Mediano,4,39.48,5.0,Nicaragua,Mujer,20
1776,19/01/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,32.51,5.0,Perú,Hombre,54
1777,14/08/2024,Gnomo,Otoño,Media,Mediano,5,18.19,5.0,Honduras,Mujer,59
1778,15/04/2024,Oso panda,Llavero,Baja,Pequeño,2,47.79,3.5,Paraguay,Mujer,55
1779,01/11/2024,Cupido,Amor,Alta,Mediano,6,25.61,5.0,Cuba,Mujer,24
1780,02/09/2024,Oso panda,Llavero,Baja,Pequeño,2,37.38,3.5,México,Mujer,52
1781,15/08/2024,Gnomo,Otoño,Media,Mediano,5,48.2,5.0,Venezuela,Mujer,25
1782,09/04/2024,Oso panda,Llavero,Baja,Pequeño,2,9.11,3.5,Nicaragua,Hombre,37
1783,16/04/2024,Oso navideño,Navidad,Media,Mediano,4,33.27,5.0,Honduras,Mujer,33
1784,09/01/2024,Oso panda,Llavero,Baja,Pequeño,2,9.59,3.5,Panamá,Mujer,26
1785,11/10/2024,Cupido,Amor,Alta,Mediano,6,14.56,5.0,Argentina,Mujer,29
1786,09/03/2024,Rana,Llavero,Baja,Pequeño,1,27.68,3.5,Argentina,Hombre,24
1787,07/12/2024,Oso panda,Llavero,Baja,Pequeño,2,15.69,3.5,Argentina,Mujer,34
1788,02/12/2024,Oso panda,Llavero,Baja,Pequeño,2,42.54,3.5,El Salvador,Mujer,56
1789,05/05/2024,Oso corazón,Amor,Media,Mediano,4,23.08,5.0,Guatemala,Mujer,63
1790,08/09/2024,Gnomo,Otoño,Media,Mediano,5,47.34,5.0,Turquía,Hombre,30
1791,21/02/2024,Oso corazón,Amor,Media,Mediano,4,20.61,5.0,Noruega,Hombre,35
1792,02/07/2024,Oso corazón,Amor,Media,Mediano,4,21.64,5.0,Paraguay,Mujer,N/A
1793,08/06/2024,Oso panda,Llavero,Baja,Pequeño,2,33.29,3.5,México,Mujer,18
1794,27/01/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,43.95,5.0,Venezuela,Mujer,63
1795,13/11/2024,Oso corazón,Amor,Media,Mediano,4,44.52,5.0,Argentina,Mujer,24
1796,28/07/2024,Oso panda,Llavero,Baja,Pequeño,2,14.88,3.5,Argentina,Mujer,56
1797,03/12/2024,Oso corazón,Amor,Media,Mediano,4,32.33,5.0,Uruguay,Mujer,69
1798,10/11/2024,Oso panda,Llavero,Baja,Pequeño,2,30.19,3.5,Uruguay,Mujer,64
1799,21/10/2024,Oso corazón,Amor,Media,Mediano,4,34.99,5.0,Ecuador,Mujer,45
1800,21/02/2024,Oso panda,Llavero,Baja,Pequeño,2,14.46,3.5,Panamá,Hombre,42
1801,21/08/2024,Oso navideño,Navidad,Media,Mediano,4,44.48,5.0,Chile,Mujer,55
1802,21/03/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,39.15,5.0,España,Hombre,30
1803,27/05/2024,Oso panda,Llavero,Baja,Pequeño,2,23.5,3.5,República Dominicana,Mujer,46
1804,24/02/2024,Oso corazón,Amor,Media,Mediano,4,5.59,5.0,Panamá,Hombre,51
1805,25/09/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,25.72,5.0,Colombia,Mujer,56
1806,11/07/2024,Oso panda,Llavero,Baja,Pequeño,2,40.67,3.5,Guatemala,Mujer,37
1807,16/06/2024,Oso corazón,Amor,Media,Mediano,4,5.32,5.0,Sudáfrica,Mujer,52
1808,09/10/2024,Oso corazón,Amor,Media,Mediano,4,40.24,5.0,Cuba,Mujer,36
1809,23/08/2024,Cupido,Amor,Alta,Mediano,6,26.23,5.0,México,Mujer,43
1810,06/06/2024,Oso corazón,Amor,Media,Mediano,4,43.2,5.0,Panamá,Mujer,54
1811,16/10/2024,Oso corazón,Amor,Media,Mediano,4,17.58,5.0,Colombia,Mujer,56
1812,02/02/2024,Oso panda,Llavero,Baja,Pequeño,2,17.29,3.5,El Salvador,Hombre,N/A
1813,22/03/2024,Oso panda,Llavero,Baja,Pequeño,2,38.54,3.5,España,Mujer,32
1814,17/09/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,47.26,5.0,Canadá,Hombre,18
1815,22/02/2024,Oso panda,Llavero,Baja,Pequeño,2,9.49,3.5,Ecuador,Mujer,22
1816,08/01/2024,Gnomo,Otoño,Media,Mediano,5,33.59,5.0,Chile,Hombre,31
1817,16/08/2024,Oso panda,Llavero,Baja,Pequeño,2,13.9,3.5,Argentina,Mujer,21
1818,02/04/2024,Oso navideño,Navidad,Media,Mediano,4,42.25,5.0,Paraguay,Hombre,58
1819,28/12/2024,Oso navideño,Navidad,Media,Mediano,4,8.79,5.0,Ecuador,Hombre,45
1820,20/11/2024,Oso corazón,Amor,Media,Mediano,4,36.27,5.0,España,Mujer,42
1821,15/02/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,46.69,5.0,España,Mujer,70
1822,25/04/2024,Oso corazón,Amor,Media,Mediano,4,15.38,5.0,España,Mujer,24
1823,18/05/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,29.43,5.0,Panamá,Mujer,34
1824,24/05/2024,Rana,Llavero,Baja,Pequeño,1,9.49,3.5,Canadá,Mujer,18
1825,19/04/2024,Oso corazón,Amor,Media,Mediano,4,19.66,5.0,Ecuador,Hombre,62
1826,19/11/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,16.76,5.0,México,Mujer,36
1827,07/07/2024,Oso panda,Llavero,Baja,Pequeño,2,32.34,3.5,Brasil,Mujer,28
1828,17/11/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,30.11,5.0,Perú,Mujer,19
1829,01/02/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,33.99,5.0,Nicaragua,Mujer,26
1830,13/08/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,15.25,5.0,El Salvador,Mujer,45
1831,01/04/2024,Oso corazón,Amor,Media,Mediano,4,11.49,5.0,Uruguay,Mujer,56
1832,08/02/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,39.47,5.0,Panamá,Hombre,??
1833,13/08/2024,Gnomo,Otoño,Media,Mediano,5,14.14,5.0,Colombia,Mujer,46
1834,07/06/2024,Oso navideño,Navidad,Media,Mediano,4,9.45,5.0,Perú,Mujer,66
1835,08/03/2024,Oso panda,Llavero,Baja,Pequeño,2,35.8,3.5,Honduras,Mujer,38
1836,17/07/2024,Oso corazón,Amor,Media,Mediano,4,47.96,5.0,Panamá,Hombre,30
1837,17/09/2024,Oso navideño,Navidad,Media,Mediano,4,27.2,5.0,China,Mujer,65
1838,13/02/2024,Oso panda,Llavero,Baja,Pequeño,2,9.98,3.5,Ecuador,Hombre,55
1839,22/10/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,26.91,5.0,Brasil,Mujer,32
1840,13/03/2024,Oso panda,Llavero,Baja,Pequeño,2,40.77,3.5,Chile,Mujer,50
1841,07/10/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,20.15,5.0,Argentina,Hombre,26
1842,24/12/2024,Oso panda,Llavero,Baja,Pequeño,2,25.35,3.5,Chile,Mujer,30
1843,12/07/2024,Oso corazón,Amor,Media,Mediano,4,17.5,5.0,Francia,Mujer,42
1844,03/12/2024,Oso navideño,Navidad,Media,Mediano,4,19.53,5.0,Cuba,Hombre,61
1845,12/11/2024,Oso corazón,Amor,Media,Mediano,4,35.31,5.0,Paraguay,Mujer,61
1846,22/04/2024,Oso panda,Llavero,Baja,Pequeño,2,33.89,3.5,Nicaragua,Mujer,60
1847,06/10/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,12.64,5.0,Costa Rica,Mujer,35
1848,24/11/2024,Gnomo,Otoño,Media,Mediano,5,8.73,5.0,Chile,Mujer,45
1849,12/10/2024,Oso panda,Llavero,Baja,Pequeño,2,23.5,3.5,Nicaragua,Hombre,50
1850,19/11/2024,Oso panda,Llavero,Baja,Pequeño,2,20.53,3.5,Colombia,Hombre,49
1851,28/12/2024,Oso corazón,Amor,Media,Mediano,4,17.65,5.0,Bolivia,Mujer,32
1852,07/03/2024,Oso navideño,Navidad,Media,Mediano,4,10.87,5.0,Bolivia,Hombre,66
1853,06/08/2024,Oso panda,Llavero,Baja,Pequeño,2,22.47,3.5,México,Mujer,28
